ϵ,G/Y
0.0,0.026090748444645456
0.02,0.026364201734558
0.04,0.026632598212914554
0.06,0.026896076863623386
0.08,0.02715477162362734
0.1,0.02740881160993261
0.12,0.027658321334492197
0.14,0.02790342090769471
0.16,0.02814422623115756
0.18,0.02838084918047501
0.2,0.028613397778525368
0.22,0.028841976359903265
0.24,0.029066685727000885
0.26,0.029287623298229926
0.28,0.02950488324884218
0.3,0.02971855664477535
0.32,0.029928731569925204
0.34,0.030135493247216733
0.36,0.030338924153823943
0.38,0.030539104130866412
0.4,0.030736110487888102
0.42,0.03093001810240617
0.44,0.031120899514798933
0.46,0.031308825018785846
0.48,0.03149386274773622
0.5,0.0316760787570293
0.52,0.03185553710267558
0.54,0.0320322999163945
0.56,0.03220642747733524
0.58,0.03237797828061273
0.6,0.03254700910282371
0.62,0.03271357506469674
0.64,0.03287772969102126
0.66,0.03303952496799256
0.68,0.03319901139810158
0.7000000000000001,0.033356238052692055
0.72,0.033511252622298676
0.74,0.033664101464876056
0.76,0.033814829652019485
0.78,0.033963481013275953
0.8,0.034110098178635445
0.8200000000000001,0.03425472261929005
0.84,0.03439739468674227
0.86,0.03453815365033985
0.88,0.03467703773331146
0.9,0.03481408414737089
0.92,0.034949329125957634
0.9400000000000001,0.03508280795617466
0.96,0.0352145550094832
0.98,0.035344603771210764
1.0,0.035472986868924805
1.02,0.03559973609972375
1.04,0.035724882456492024
1.06,0.0358484561531659
1.08,0.03597048664905214
1.1,0.03609100267224166
1.12,0.036210032242156936
1.1400000000000001,0.03632760269126939
1.16,0.03644374068602427
1.18,0.03655847224700412
1.2,0.036671822768364865
1.22,0.036783817036573935
1.24,0.0368944792484798
1.26,0.037003833028740635
1.28,0.03711190144663837
1.3,0.03721870703230329
1.32,0.03732427179237313
1.34,0.03742861722510976
1.36,0.03753176433499453
1.3800000000000001,0.03763373364682451
1.4000000000000001,0.03773454521932762
1.42,0.03783421865831746
1.44,0.037932773129404435
1.46,0.038030227370281666
1.48,0.03812659970260157
1.5,0.03822190804345865
1.52,0.03831616991649506
1.54,0.038409402462641046
1.56,0.03850162245050656
1.58,0.038592846286435584
1.6,0.03868309002423631
1.62,0.03877236937459988
1.6400000000000001,0.03886069971421807
1.6600000000000001,0.038948096094612444
1.68,0.039034573250684546
1.7,0.03912014560899743
1.72,0.03920482729579955
1.74,0.03928863214479819
1.76,0.03937157370469366
1.78,0.03945366524648136
1.8,0.03953491977053042
1.82,0.03961535001344732
1.84,0.03969496845473128
1.86,0.039773787323229254
1.8800000000000001,0.03985181860339773
1.9000000000000001,0.039929074041377244
1.92,0.04000556515088674
1.94,0.04008130321894429
1.96,0.040156299311419175
1.98,0.04023056427842153
2.0,0.04030410875953577
